MLC Song Code,Primary Title,ISWC,Member Song IDs,Artists,Party Id,Party Name,Party IPI,Party Role,Collectible Share,Chain of Title Id,Chain of Title Parent Id
PJ05TU,POR TI TODO LO DOY,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
PJ05TU,POR TI TODO LO DOY,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
PJ05TU,POR TI TODO LO DOY,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
AE0EK4,A ELLA,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
AE0EK4,A ELLA,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AE0EK4,A ELLA,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
1C09IL,100PRE,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
1C09IL,100PRE,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
1C09IL,100PRE,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
SC3EW2,SOY EL DANY,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,3,
SC3EW2,SOY EL DANY,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
SC3EW2,SOY EL DANY,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC0Y2O,EL AMO DEL DESIERTO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,15683704,"MEDRANO, GUADALUPE",,Composer/Author,,3,
EC0Y2O,EL AMO DEL DESIERTO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC0Y2O,EL AMO DEL DESIERTO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7KWR,LA TREGUA,,,JONY RAMIREZ | Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
LE7KWR,LA TREGUA,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7KWR,LA TREGUA,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
AE0ELN,ABRAHAM ORTIZ,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
AE0ELN,ABRAHAM ORTIZ,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
AE0ELN,ABRAHAM ORTIZ,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
SC3EXH,SERIOUS,,,"GERARDO DIAZ Y SU GERARQUIA | NICOLAS GARCIA | Nicolas Garcia, Gerardo Diaz Y Su Gerarquia",13771267,"GARCIA, NICOLAS",00735012771,Composer/Author,,3,
SC3EXH,SERIOUS,,,"GERARDO DIAZ Y SU GERARQUIA | NICOLAS GARCIA | Nicolas Garcia, Gerardo Diaz Y Su Gerarquia",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SC3EXH,SERIOUS,,,"GERARDO DIAZ Y SU GERARQUIA | NICOLAS GARCIA | Nicolas Garcia, Gerardo Diaz Y Su Gerarquia",P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
JC4IGU,JEFE FRESA,,,NICOLAS GARCIA | Nicolas Garcia,13771267,"GARCIA, NICOLAS",00735012771,Composer/Author,,3,
JC4IGU,JEFE FRESA,,,NICOLAS GARCIA | Nicolas Garcia,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
JC4IGU,JEFE FRESA,,,NICOLAS GARCIA | Nicolas Garcia,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LE7K95,LA VIDA CARA,,,El Fantasma | EL FANTASMA,15536747,"MEDINA, EDGAR SALVADOR HURTADO",00645353542,Composer/Author,,4,
LE7K95,LA VIDA CARA,,,El Fantasma | EL FANTASMA,15535624,"OCHOA, INDALFER",,Composer/Author,,3,
LE7K95,LA VIDA CARA,,,El Fantasma | EL FANTASMA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7K95,LA VIDA CARA,,,El Fantasma | EL FANTASMA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
RB6YDQ,RECORDANDO A MI PUEBLO,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,3,
RB6YDQ,RECORDANDO A MI PUEBLO,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
RB6YDQ,RECORDANDO A MI PUEBLO,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
PJ6Z74,PA MI SAN JUDITAS,,,Jr Salazar | JR SALAZAR,15579269,"MADRID, EDER HABIB CHACON",01113093700,Composer/Author,,2,
PJ6Z74,PA MI SAN JUDITAS,,,Jr Salazar | JR SALAZAR,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
PJ6Z74,PA MI SAN JUDITAS,,,Jr Salazar | JR SALAZAR,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
PI6SKZ,PENSANDO EN EL FUTURO,,,LOS DOS DE TAMAULIPAS,13650464,"ZAPATA, ORLANDO",01051026907,Composer/Author,,4,
PI6SKZ,PENSANDO EN EL FUTURO,,,LOS DOS DE TAMAULIPAS,13650134,"ZAPATA, ROLANDO",01051027316,Composer/Author,,3,
PI6SKZ,PENSANDO EN EL FUTURO,,,LOS DOS DE TAMAULIPAS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
PI6SKZ,PENSANDO EN EL FUTURO,,,LOS DOS DE TAMAULIPAS,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC4D0Y,EL MENSO,,,LOS DOS CARNALES,13623926,"MANCHA, ALFONSO DE JESUS",,Composer/Author,,3,
EC4D0Y,EL MENSO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4D0Y,EL MENSO,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
SI1VUH,SERIOUS,,,"NICOLAS GARCIA, GERARDO DIAZ Y SU GERARQUIA",13623625,"JR, NICOLAS",,Composer/Author,,3,
SI1VUH,SERIOUS,,,"NICOLAS GARCIA, GERARDO DIAZ Y SU GERARQUIA",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SI1VUH,SERIOUS,,,"NICOLAS GARCIA, GERARDO DIAZ Y SU GERARQUIA",P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
CC4X4Y,CASH IS KING,,,LOS DOS CARNALES,15321698,"GONZALEZ, VIANCA",00830533365,Composer/Author,,3,
CC4X4Y,CASH IS KING,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
CC4X4Y,CASH IS KING,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
IG6AIR,IVAN PIMENTEL,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
IG6AIR,IVAN PIMENTEL,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
IG6AIR,IVAN PIMENTEL,,,JONY RAMIREZ,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LG0G92,LA TREGUA,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
LG0G92,LA TREGUA,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LG0G92,LA TREGUA,,,JONY RAMIREZ,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MG8YCS,MUCHOS PRESUMEN,,,JR SALAZAR,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,3,
MG8YCS,MUCHOS PRESUMEN,,,JR SALAZAR,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
MG8YCS,MUCHOS PRESUMEN,,,JR SALAZAR,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC4D2Z,EL MAS BUSCADO 701,,,ALEMI BUSTOS,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
EC4D2Z,EL MAS BUSCADO 701,,,ALEMI BUSTOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC4D2Z,EL MAS BUSCADO 701,,,ALEMI BUSTOS,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC4D3J,EL RECUENTO DE LOS DANOS,,,LOS DOS CARNALES,13623926,"MANCHA, ALFONSO DE JESUS",,Composer/Author,,3,
EC4D3J,EL RECUENTO DE LOS DANOS,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4D3J,EL RECUENTO DE LOS DANOS,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
KE2D34,KEKO,,,NICOLAS GARCIA,13623625,"JR, NICOLAS",,Composer/Author,,3,
KE2D34,KEKO,,,NICOLAS GARCIA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
KE2D34,KEKO,,,NICOLAS GARCIA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC4D3V,EL PEZ,,,JONY RAMIREZ,15038752,"RAMIREZ, ALEXIS",,Composer/Author,,3,
EC4D3V,EL PEZ,,,JONY RAMIREZ,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4D3V,EL PEZ,,,JONY RAMIREZ,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LG0HDT,LA BARATA,,,DECISION EFECTIVA,15683702,"VILLANUEVA, JOHNNY",,Composer/Author,,3,
LG0HDT,LA BARATA,,,DECISION EFECTIVA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LG0HDT,LA BARATA,,,DECISION EFECTIVA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
UA7K9B,UN RELATO,,,"VOZ DE MANDO, ALEMI BUSTOS | Voz De Mando",13290198,"HURTADO, ALEMI",,Composer/Author,,3,
UA7K9B,UN RELATO,,,"VOZ DE MANDO, ALEMI BUSTOS | Voz De Mando",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
UA7K9B,UN RELATO,,,"VOZ DE MANDO, ALEMI BUSTOS | Voz De Mando",P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LA0ERD,LA VIDA DEL RANCHO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,3,
LA0ERD,LA VIDA DEL RANCHO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
LA0ERD,LA VIDA DEL RANCHO,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
JC5KSL,JEFE FRESA,,,NICOLAS GARCIA,13623625,"JR, NICOLAS",,Composer/Author,,3,
JC5KSL,JEFE FRESA,,,NICOLAS GARCIA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
JC5KSL,JEFE FRESA,,,NICOLAS GARCIA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MG8YFO,MODIFICADO,,,LOS DOS CARNALES,13623926,"MANCHA, ALFONSO DE JESUS",,Composer/Author,,3,
MG8YFO,MODIFICADO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
MG8YFO,MODIFICADO,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,13148387,"GARCIA, ALEXANDER",00770930824,Composer/Author,,6,
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,8266311,"MARTINEZ, EDUARDO",,Composer/Author,,5,
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,P0770K,INGROOVES,00438087734,Administrator,50.000,2,1
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,3,
QB0ANH,QUIEN TE DIO PERMISO,,,EL FANTASMA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,50.000,4,3
MG5GS5,ME DECIAN,,,KANALES | Kanales,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,3,
MG5GS5,ME DECIAN,,,KANALES | Kanales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
MG5GS5,ME DECIAN,,,KANALES | Kanales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC4KP0,EL FLACO ESPINO,,,KANALES | Kanales,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,3,
EC4KP0,EL FLACO ESPINO,,,KANALES | Kanales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4KP0,EL FLACO ESPINO,,,KANALES | Kanales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LA0ESH,LOS PILARES DEL VIEJO,,,KANALES | Kanales,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,3,
LA0ESH,LOS PILARES DEL VIEJO,,,KANALES | Kanales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LA0ESH,LOS PILARES DEL VIEJO,,,KANALES | Kanales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC4KNS,EL CABRA,,,JONY RAMIREZ | Jony Ramirez,15683699,"PINEDA, PABLO",,Composer/Author,,3,
EC4KNS,EL CABRA,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4KNS,EL CABRA,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
AD5ML6,ASI CONOCI A DON PACO,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
AD5ML6,ASI CONOCI A DON PACO,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
AD5ML6,ASI CONOCI A DON PACO,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7KW3,LA TROPA DEL CUERVO,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
LE7KW3,LA TROPA DEL CUERVO,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
LE7KW3,LA TROPA DEL CUERVO,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
KF3RB7,KIKE DUARTE,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
KF3RB7,KIKE DUARTE,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
KF3RB7,KIKE DUARTE,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
MB883Z,MARTIN EL CHIQUEADO,,,ALEMI BUSTOS,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
MB883Z,MARTIN EL CHIQUEADO,,,ALEMI BUSTOS,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
MB883Z,MARTIN EL CHIQUEADO,,,ALEMI BUSTOS,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC0Y14,EL MALUCO,,,JONY RAMIREZ | Jony Ramirez,13524860,"MALDONADO, JUAN",,Composer/Author,,3,
EC0Y14,EL MALUCO,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0Y14,EL MALUCO,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LE7XN4,LOS JUNIFRESAS,,,"DECISION EFECTIVA | DECISIN EFECTIVA, LOS HIJOS DE MANUEL",14412534,"CARO, RAFAEL",,Composer/Author,,3,
LE7XN4,LOS JUNIFRESAS,,,"DECISION EFECTIVA | DECISIN EFECTIVA, LOS HIJOS DE MANUEL",P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7XN4,LOS JUNIFRESAS,,,"DECISION EFECTIVA | DECISIN EFECTIVA, LOS HIJOS DE MANUEL",P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LE7DVE,LA CRUDA,,,JR SALAZAR | DECISION EFECTIVA | Decision Efectiva,14412534,"CARO, RAFAEL",,Composer/Author,,3,
LE7DVE,LA CRUDA,,,JR SALAZAR | DECISION EFECTIVA | Decision Efectiva,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7DVE,LA CRUDA,,,JR SALAZAR | DECISION EFECTIVA | Decision Efectiva,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MG5GOQ,MANUEL SALAS,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,8624101,"SANCHEZ, JUAN LUIS",,Composer/Author,,3,
MG5GOQ,MANUEL SALAS,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
MG5GOQ,MANUEL SALAS,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE0BKO,LOS GALLOS PELEANDO SE CALAN,T3233569405,,El Fantasma | EL FANTASMA,7762544,"FLORES, OSCAR MANUEL AVILEZ",00674300654,Composer/Author,,2,
LE0BKO,LOS GALLOS PELEANDO SE CALAN,T3233569405,,El Fantasma | EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
LE0BKO,LOS GALLOS PELEANDO SE CALAN,T3233569405,,El Fantasma | EL FANTASMA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
SJ2C6M,SE LLAMA JOSE Y LE DICEN PEPE,,,GERARDO DIAZ Y SU GERARQUIA,11816030," BORJA, GERARDO ",,Composer/Author,,3,
SJ2C6M,SE LLAMA JOSE Y LE DICEN PEPE,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
SJ2C6M,SE LLAMA JOSE Y LE DICEN PEPE,,,GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
UA9H0B,UN BUEN MUCHACHO,,,LOS DOS CARNALES,15718104,"JIMENEZ, YEISON ORLANDO",,Composer/Author,,3,
UA9H0B,UN BUEN MUCHACHO,,,LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
UA9H0B,UN BUEN MUCHACHO,,,LOS DOS CARNALES,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
RB8GQA,RED FLAG,,,ANGEL SAUCEDA,13029133,"GASTELUM, ANGEL RENE",,Composer/Author,,3,
RB8GQA,RED FLAG,,,ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
RB8GQA,RED FLAG,,,ANGEL SAUCEDA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
DC2U02,DE HABER SABIDO NI NAZO,,,GERARDO DIAZ Y SU GERARQUIA,11816030," BORJA, GERARDO ",,Composer/Author,,3,
DC2U02,DE HABER SABIDO NI NAZO,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
DC2U02,DE HABER SABIDO NI NAZO,,,GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
PJ1TTK,PASO A PASO,,,DIEGO DELA ROSCA,15718103,"LOPEZ, DIEGO ARMANDO",,Composer/Author,,3,
PJ1TTK,PASO A PASO,,,DIEGO DELA ROSCA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
PJ1TTK,PASO A PASO,,,DIEGO DELA ROSCA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC4S68,EL CACHORRO,,,NICOLAS GARCIA,13623625,"JR, NICOLAS",,Composer/Author,,3,
EC4S68,EL CACHORRO,,,NICOLAS GARCIA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC4S68,EL CACHORRO,,,NICOLAS GARCIA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
LF6BW6,LE DAN PA ALLA Y LE DAN PA ACA,,,GERARDO DIAZ Y SU GERARQUIA,11816030," BORJA, GERARDO ",,Composer/Author,,3,
LF6BW6,LE DAN PA ALLA Y LE DAN PA ACA,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
LF6BW6,LE DAN PA ALLA Y LE DAN PA ACA,,,GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
CC4J0Q,COMO DA VUELTAS LA VIDA,,,GERARDO DIAZ Y SU GERARQUIA,11816030," BORJA, GERARDO ",,Composer/Author,,3,
CC4J0Q,COMO DA VUELTAS LA VIDA,,,GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
CC4J0Q,COMO DA VUELTAS LA VIDA,,,GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
AA1H4I,ALAS DE PAPEL,T9244381871,,KANALES,11898486,"HAROS, PEDRO",00675463414,Composer/Author,,2,
AA1H4I,ALAS DE PAPEL,T9244381871,,KANALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
AA1H4I,ALAS DE PAPEL,T9244381871,,KANALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
AE5JWY,ANTONIO MONTANA (REMIX),,,LA CUADRILLA OFICIAL,8236529,"REYES, FERNANDO",,Composer/Author,,3,
AE5JWY,ANTONIO MONTANA (REMIX),,,LA CUADRILLA OFICIAL,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AE5JWY,ANTONIO MONTANA (REMIX),,,LA CUADRILLA OFICIAL,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MC306P,MOY EL COYOTE,,,Los Austeros De Durango | LOS AUSTEROS DE DURANGO,14623547,"FELIX, LUIS ENRIQUE",01050424115,Composer/Author,,3,
MC306P,MOY EL COYOTE,,,Los Austeros De Durango | LOS AUSTEROS DE DURANGO,13029160,"FELIX, LUIS ENRIQUE",,Composer/Author,,4,
MC306P,MOY EL COYOTE,,,Los Austeros De Durango | LOS AUSTEROS DE DURANGO,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
MC306P,MOY EL COYOTE,,,Los Austeros De Durango | LOS AUSTEROS DE DURANGO,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
HA7RBA,HISTORIA GUZMÁN,,,LATIGO NORTEO | Latigo Norteño,8846632,"AVILES, ARTURO",,Composer/Author,,2,
HA7RBA,HISTORIA GUZMÁN,,,LATIGO NORTEO | Latigo Norteño,8317379,"AVILES, ARTURO",00622837839,Composer/Author,,4,
HA7RBA,HISTORIA GUZMÁN,,,LATIGO NORTEO | Latigo Norteño,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
HA7RBA,HISTORIA GUZMÁN,,,LATIGO NORTEO | Latigo Norteño,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
DC3HFX,DE JALISCO A GUANAJUATO,,,Los Dos De Tamaulipas | LOS DOS DE TAMAULIPAS,13650464,"ZAPATA, ORLANDO",01051026907,Composer/Author,,3,
DC3HFX,DE JALISCO A GUANAJUATO,,,Los Dos De Tamaulipas | LOS DOS DE TAMAULIPAS,13029136,"ZAPATA, ORLANDO",,Composer/Author,,6,
